State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Illustrator(s),Translator(s)
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Barnes, Derrick",I Am Every Good Thing,,"James, Gordon C.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Barnes, Derrick",Ruby Flips For Attention (Ruby and the Booker Boys Series),,"Brantley-Newton, Vanessa",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Barnes, Derrick",Slumber Party Payback (Ruby and the Booker Boys Series),,"Brantley-Newton, Vanessa",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Barnes, Derrick","Trivia Queen, 3rd Grade Supreme (Ruby and the Booker Boys Series)",,"Brantley-Newton, Vanessa",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Barnwell, Ysaye M.",No Mirrors in My Nana's House: Musical CD and Book,,"Saint James, Synthia",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Beaty, Andrea","Sofia Valdez, Future Prez (Questioneers Picture Books Series)",,"Roberts, David",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Beaty, Daniel",Knock Knock: My Dad's Dream for Me,,"Collier, Bryan",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Becker, Helaine",Counting on Katherine: How Katherine Johnson Saved Apollo 13,,"Phumiruk, Dow",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Behar, Ruth",Lucky Broken Girl,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Bell, Derrick",Faces at the Bottom of the Well: The Permanence of Racism,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Bennett, Kelly",Not Norman: A Goldfish Story,,"Jones, Noah Z.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Bildner, Phil",Marvelous Cornelius: Hurricane Katrina and the Spirit of New Orleans,,"Parra, John",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Boelts, Maribeth",A Bike Like Sergio's,,"Jones, Noah Z.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Boelts, Maribeth",Those Shoes,,"Jones, Noah Z.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Bolden, Tonya",Changing the Equation: 50+ US Black Women in STEM,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Braswell, Kenneth","Daddy, There's A Noise Outside",,"Dent, Joe; Anderson, Julie",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown-Wood, JaNay",Imani's Moon,,"Mitchell, Hazel",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown, Dinah",Who Is Malala Yousafzai? (Who was...? Series),,"Thomson, Andrew",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown, Monica",Lola Levine and the Ballet Scheme (Lola Levine Series),,"Dominguez, Angela",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown, Monica",Lola Levine and the Halloween Scream (Lola Levine Series),,"Dominguez, Angela",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown, Monica",Lola Levine and the Vacation Dream (Lola Levine Series),,"Dominguez, Angela",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown, Monica",Lola Levine Is Not Mean! (Lola Levine Series),,"Dominguez, Angela",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown, Monica",Lola Levine Meets Jelly and Bean (Lola Levine Series),,"Dominguez, Angela",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown, Monica",Lola Levine: Drama Queen (Lola Levine Series),,"Dominguez, Angela",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown, Monica",Marisol McDonald Doesn't Match (Marisol McDonald Series),,"Palacios, Sara",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown, Monica",My Name Is Celia: The Life Of Celia Cruz / Me Llamo Celia: La Vida de Celia Cruz,,"López, Rafael",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown, Monica","Pele, King of Soccer/Pele, El rey del futbol: Bilingual Spanish-English",,"Gutierrez, Rudy",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown, Monica","Tito Puente, Mambo King/Tito Puente, Rey del Mambo",,"López, Rafael",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Brown, Tameka Fryer",Around Our Way on Neighbors' Day,,"Riley-Webb, Charlotte",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Bruchac, Joseph",Squanto's Journey: The Story of the First Thanksgiving,,"Shed, Greg",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Bryant, Jen",A Splash of Red: The Life and Art of Horace Pippin,,"Sweet, Melissa",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Buckley Jr., James",Who Are Venus and Serena Williams? (Who was...? Series),,"Thomson, Andrew",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Buckley Jr., James",Who Was Jesse Owens? (Who was...? Series),,"Copeland, Gregory",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Bunting, Eve",One Green Apple,,"Lewin, Ted",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Bunting, Eve",Smoky Night,,"Díaz, David",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Butler, Dori Hillestad",King & Kayla and the Case of Found Fred (King & Kayla Series),,"Meyers, Nancy",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Butler, Dori Hillestad",King & Kayla and the Case of the Gold Ring (King & Kayla Series),,"Meyers, Nancy",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Butler, Dori Hillestad",King & Kayla and the Case of the Lost Library Book (King & Kayla Series),,"Meyers, Nancy",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Butler, Dori Hillestad",King & Kayla and the Case of the Lost Tooth (King & Kayla Series),,"Meyers, Nancy",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Butler, Dori Hillestad",King & Kayla and the Case of the Missing Dog Treats (King & Kayla Series),,"Meyers, Nancy",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Butler, Dori Hillestad",King & Kayla and the Case of the Mysterious Mouse (King & Kayla Series),,"Meyers, Nancy",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Butler, Dori Hillestad",King & Kayla and the Case of the Secret Code (King & Kayla Series),,"Meyers, Nancy",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Butler, Dori Hillestad",King & Kayla and the Case of the Unhappy Neighbor (King & Kayla Series),,"Meyers, Nancy",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Byers, Grace",I Am Enough,,"Bobo, Keturah A.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Bynum, Betty K.",I'm a Pretty Little Black Girl!,,"Armstrong Parod, Claire",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Cabrera, Cozbi A.",My Hair is a Garden,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Cheng, Andrea",The Year of the Book (Anna Wang Series),"Halpin, Abigail",,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Cherry, Matthew A.",Hair Love,,"Harrison, Vashti",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Chin-Lee, Cynthia",Amelia to Zora: Twenty-Six Women Who Changed the World,,"Halsey, Megan; Addy, Sean",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Choi, Yangsook",The Name Jar,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Clark-Robinson, Monica",Let the Children March,,"Morrison, Frank",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Clifton, Lucille",The Boy Who Didn't Believe in Spring,,"Turkle, Brinton",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Coates, Ta-Nehisi",Between the World and Me,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Coles, Robert",The Story of Ruby Bridges,,"Ford, George",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Cooke, Trish","Full, Full, Full of Love",,"Howard, Paul",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Cooper, Floyd",Max and the Tag-Along Moon,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Cornwall, Gaia",Jabari Jumps (Jabari Series),,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Cox, Judy",My Family Plays Music,,"Brown, Elbrite",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Craft, Jerry",New Kid,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"de la Peña, Matt",Carmela Full of Wishes,,"Robinson, Christian",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"de la Peña, Matt",Last Stop on Market Street,,"Robinson, Christian",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Delpit, Lisa","""Multiplication Is for White People"": Raising Expectations for Other People's Children",,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Derting, Kimberly",Cece Loves Science (Cece Loves Science Series),"Johannes, Shelli R.","Harrison, Vashti",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Deutsch, Stacia",Team BFF: Race to the Finish! (Girls Who Code Series),,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Deutsch, Stacia",The Friendship Code (Girls Who Code Series),,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"DiAngelo, Robin",White Fragility: Why It's So Hard for White People to Talk About Racism,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Díaz, Junot",Islandborn,,"Espinosa, Leo",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Diggs, Taye",Mixed Me!,,"Evans, Shane W.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Dillon, Leo",Rap a Tap Tap: Here's Bojangles - Think of That!,,"Dillon, Diane",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Dismondy, Maria","Chocolate Milk, Por Favor",,"Farrell, Donna",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"DiTerlizzi, Angela",The Magical Yet,,"Álvarez, Lorena",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Crazy Weird! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Even Weirder! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Extra Weird! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Hopping Weird! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Mega Weird! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Messy Weird! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Planet Weird (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Really Weird! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Spinning Weird (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Splashy Weird! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Spooky Weird! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Super Weird! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Tasty Weird! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Totally Weird! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Vote Weirdo (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",WeirDo (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Do, Anh",Weirdomania! (WeirDo Series),,"Faber, Jules",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Doak, Robin S.",Malala Yousafzai (A True Book: Biographies),,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Dominguez, Angela",Stella Díaz Has Something to Say (Stella Díaz Series),,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Dumas, Marti","Attack of the Swamp Thing (Jaden Toussaint, the Greatest Series)",,"Parcus, Stephanie",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Dumas, Marti","Mission Star-Power (Jaden Toussaint, the Greatest Series)",,"Parcus, Stephanie",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Dumas, Marti","Muffin Wars (Jaden Toussaint, the Greatest Series)",,"Parcus, Stephanie",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Dumas, Marti","The Ladek Invasion (Jaden Toussaint, the Greatest Series)",,"Muravski, Marie",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Dumas, Marti","The Quest for Screen Time (Jaden Toussaint, the Greatest Series)",,"Muravski, Marie",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Dunbar-Ortiz, Roxanne",An Indigenous Peoples' History of the United States,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Duncan-Andrade, Jeffrey M. R.",The Art of Critical Pedagogy: Possibilities for Moving from Theory to Practice in Urban Schools,"Morrell, Ernest",,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Easton, Emily",Enough! 20 Protesters Who Changed America,,"Chen, Ziyue",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Edwards, Roberta",Who Is Barack Obama? (Who was...? Series),"Harrison, Nancy","O'Brien, John",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Elliott, Zetta",Milo's Museum,,"Wong, Purple",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Emdin, Christopher",For White Folks Who Teach in the Hood... and the Rest of Y'all Too: Reality Pedagogy and Urban Education,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Engle, Margarita",Drum Dream Girl: How One Girl's Courage Changed Music,,Rafael López,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"English, Karen",Hot Day on Abbott Avenue,,"Steptoe, Javaka",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"English, Karen",Nikki & Deja (Nikki & Deja Series),,"Freeman, Laura",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"España, Carla",En Comunidad: Lessons for Centering the Voices and Experiences of Bilingual Latinx Students,"Yadira Herrera, Luz",,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Essa, Huda",Teach Us Your Name: Empowering Children to Teach Others to Pronounce Their Names Correctly,,"Cojocaru, Diana",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Evans, Shane W.",We March,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Ewing, Eve L.",Ghosts in the Schoolyard: Racism and School Closings on Chicago's South Side,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Fabiny, Sarah",Who Was Frida Kahlo? (Who was...? Series),,"Hoare, Jerry",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Fabiny, Sarah",Who Was Rachel Carson? (Who was...? Series),,"Putra, Dede",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Builder (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Chef (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Explorer (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Fashionista (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Friend (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Gardener (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Librarian (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Painter (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Recycler (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Scientist (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Singer (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Soccer Star (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Superhero (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Teacher (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Writer (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Faruqi, Saadia",Yasmin the Zookeeper (Yasmin Series),,"Aly, Hatem",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Florence, Debbi Michiko","Jasmine Toguchi, Drummer Girl (Jasmine Toguchi Series)",,"Vukovic, Elizabet",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Florence, Debbi Michiko","Jasmine Toguchi, Flamingo Keeper (Jasmine Toguchi Series)",,"Vukovic, Elizabet",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Florence, Debbi Michiko","Jasmine Toguchi, Mochi Queen (Jasmine Toguchi Series)",,"Vukovic, Elizabet",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Florence, Debbi Michiko","Jasmine Toguchi, Super Sleuth (Jasmine Toguchi Series)",,"Vukovic, Elizabet",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Franklin, Ashley",Not Quite Snow White,,"Glenn, Ebony",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Fredrickson, Lane",Monster Trouble!,,"Robertson, Michael",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Freire, Paulo",Pedagogy of the Oppressed,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Fuerst, Jeffrey B.",African American Cowboys: True Heroes Of The Old West,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Garcia, Gabi",Escuchando con mi Corazón: Un cuento de bondad y autocompasión (Listening to My Heart),,"Tan, Ying Hui",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Gay, Geneva","Culturally Responsive Teaching: Theory, Research, and Practice",,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"George, Linda",Luis Munoz Marin (Community Builders),"George, Charles",,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Gephart, Donna",Lily and Dunkin,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Gino, Alex",Melissa (George),,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Ginwright, Shawn",Hope and Healing in Urban Education: How Urban Activists and Teachers are Reclaiming Matters of the Heart,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Ginwright, Shawn A.",Black Youth Rising: Activism and Radical Healing in Urban America,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Godin, Thelma Lynne",The Hula-Hoopin' Queen,,"Brantley-Newton, Vanessa",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Gonzalez, Maya Christina","They, She, He Easy as ABC","SG, Matthew",,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Gourley, Catherine",Who Was Maria Tallchief? (Who was...? Series),,"Taylor, Val Paul",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Gratz, Alan",Refugee,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Guidroz, Rukhsanna",Leila in Saffron,,"Mirtalipova, Dinara",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Haack, Daniel",Prince & Knight (Prince & Knight Series),,"Lewis, Stevie",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Hammond, Zaretta",Culturally Responsive Teaching and The Brain: Promoting Authentic Engagement and Rigor Among Culturally and Linguistically Diverse Students,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Harrison, Vashti",Little Leaders: Bold Women in Black History,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Harrison, Vashti",Little Legends: Exceptional Men in Black History,,"Johnson, Kwesi",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Hassan, Ndaa",Ramadan Around The World,,"Momin, Azra",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Herman, Gail",Who Is Derek Jeter? (Who was...? Series),,"Thomson, Andrew",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Higginbotham, Anastasia",Not My Idea: A Book About Whiteness (Ordinary Terrible Things Series),,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Hill, Laban Carrick",When the Beat Was Born: DJ Kool Herc and the Creation of Hip Hop,,"Taylor III, Theodore",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Hoffman, Mary",Amazing Grace (Grace Series),,"Binch, Caroline",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Hollie, Sharroky","Culturally and Linguistically Responsive Teaching and Learning – Classroom Practices for Student Success, Grades K-12",,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Hong, Jess",Lovely,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"hooks, bell",Teaching to Transgress: Education as the Practice of Freedom,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Hopkinson, Deborah",Michelle,,"Ford, A. G.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Hopkinson, Deborah",What Is the Women's Rights Movement? (What was...? Series),,"Conley, Laurie",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Hort, Lenny",How Many Stars in the Sky?,,"Ransome, James E.",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Hubbard, Crystal",Catching the Moon: The Story of a Young Girl's Baseball Dream,,"DuBurke, Randy",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Hudson, Cheryl Willis",My Friend Maya Loves to Dance,,"Velásquez, Eric",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jacobs, Donald Trent",Teaching Truly: A Curriculum to Indigenize Mainstream Education,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"James, LeBron",I Promise,,"Mata, Nina",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jamieson, Victoria",When Stars Are Scattered,"Mohamed, Omar","Geddy, Iman",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jewell, Tiffany","This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",,"Durand, Aurelia",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jiang, Ji-li","Red Kite, Blue Kite",,"Ruth, Greg",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Johnshon, Chelsea,",IntersectionAllies: We Make Room for All,"Council, LaToya; Choi, Carolyn","Seil Smith, Ashley",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Johnson, George M.",All Boys Aren't Blue,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Johnson, Varian",The Parker Inheritance,,,
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Johnson, Varian",What Were the Negro Leagues? (What was...? Series),,"Marchesi, Stephen",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",Abuela's Birthday (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",Abuela's Special Letters (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",Every Day Is Exciting (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",Hector's Hiccups (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",Lights Out (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",My Family Adventure (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",My Fantástica Family (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",My Vida Loca (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",Picture Perfect (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",Shopping Trip Trouble (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",Singing Superstar (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",Sofia's Party Shoes (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",The Beach Trip (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",The Marigold Mess (Sofía Martínez Series),,"Smith, Kim",
Pennsylvania,Central York,Administrator,September 2021,Banned from Classrooms,"Jules, Jacqueline",The Missing Mouse (Sofía Martínez Series),,"Smith, Kim",
