State,District,Origin of Challenge,Date of Challenge/Removal,Type of Ban,Author,Title,Secondary Author(s),Illustrator(s),Translator(s)
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Brewer, Z",Into the Real,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Bridges, Ruby",This Is Your Time,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Brooks, Kevin",Black Rabbit Summer,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Brown, Jaye Robin",The Meaning of Birds,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Brown, Savannah",The Truth about Keeping Secrets,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Brugman, Alyssa",Alex As Well,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Brynie, Faith Hickman",101 Questions About Reproduction: Or How 1 + 1 = 3 or 4 or More,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Brynie, Faith Hickman","101 Questions About Sex and Sexuality: With Answers for the Curious, Cautious, and Confused",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Bunker, Lisa",Zenobia July,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Burd, Nick",The Vast Fields of Ordinary,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Callender, Kacen",Felix Ever After,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Callender, Kacen",Hurricane Child,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Callender, Kacen",This Is Kind of an Epic Love Story,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Capetta, Amy Rose",Echo After Echo,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Carter, Caela","My Best Friend, Maybe",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Cashore, Kristin","Jane, Unlimited",,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Cassedy, Patrice",Teen Pregnancy,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Clare, Cassandra",The Red Scrolls of Magic,"Chu, Wesley",,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Clark, Kristin Elizabeth",Freakboy,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Clark, Kristin Elizabeth","Jess, Chunk, and the Road Trip to Infinity",,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Clarke, Cassandra Rose",Forget This Ever Happened,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Clarke, Cat",The Pants Project,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Coates, Ta-Nehisi",Between the World and Me,,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Coates, Ta-Nehisi",We Were Eight Years in Power: An American Tragedy,,,
Texas,North East,Administrator,December 2021,Banned from Libraries,"Cohn, Rachel",Gingerbread (Cyd Charisse Series),,,
Texas,North East,Administrator,December 2021,Banned Pending Investigation,"Colbert, Brandy",Little & Lion,,,
