OBJECTID,Survey,Location,Date_,Source,US_Acres,Origin,Class,SubClass,Group_,CoOccuElem,Notes,SubGroup,CMECS_Code,Label,Shape_Length,Shape_Area
4334,MBBS-Oyster,MD,1974-1983,MD DNR,6.368565,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,776.389055148035,41847.2011891709
4335,MBBS-Oyster,MD,1974-1983,MD DNR,14.494598,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1647.24445749574,95225.2070511186
4336,MBBS-Oyster,MD,1974-1983,MD DNR,1.845053,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,416.499422765758,12121.827756959
4337,MBBS-Oyster,MD,1974-1983,MD DNR,15.009568,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1394.81286340166,100260.695002209
4338,MBBS-Oyster,MD,1974-1983,MD DNR,82.278333,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,6957.29256762165,549499.475488204
4339,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,412.982618,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,14573.4630256235,2759125.03883753
4340,MBBS-Oyster,MD,1974-1983,MD DNR,2.745303,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,568.590850460271,18342.6127097328
4341,MBBS-Oyster,MD,1974-1983,MD DNR,6.33984,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,767.067865558436,42360.3542741408
4342,MBBS-Oyster,MD,1974-1983,MD DNR,0.124742,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,152.281915875966,833.074910776215
4343,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,93.558802,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,4709.82260647862,624966.669809046
4344,MBBS-Oyster,MD,1974-1983,MD DNR,3.251296,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,737.270049598557,21721.6359217608
4345,MBBS-Oyster,MD,1974-1983,MD DNR,1.446471,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,400.251041280661,9665.70408165545
4346,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,90.166356,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,5243.35970475535,602492.581423473
4347,MBBS-Oyster,MD,1974-1983,MD DNR,0.580126,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,316.704436790287,3876.2117628633
4348,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,2.013903,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,572.795633872368,13456.3234456329
4349,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,66.439587,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,3542.07125318049,443793.862456243
4350,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,108.251668,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sandy_Mud,No_Shell, , ,S1.2.2.4,Sandy Mud,4863.50389265219,723496.562783686
4351,MBBS-Oyster,MD,1974-1983,MD DNR,1.416925,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,553.152026179169,9470.67304806849
4352,MBBS-Oyster,MD,1974-1983,MD DNR,102.958114,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,5179.60076825241,688267.025212796
4353,Acoustic,"Rhode, South, West Rivers, MD",2005-2008,NOAA-CBO,0.578573,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,224.259527598463,3865.60990764006
4354,MBBS-Oyster,MD,1974-1983,MD DNR,1.579007,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,566.095955268271,10556.7900918525
4355,Acoustic,"Eastern Bay, MD",2011 February,MGS,1282.629445,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,32900.5129592984,8574207.84848359
4356,MBBS-Oyster,MD,1974-1983,MD DNR,6.281156,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,985.322934999638,41956.1308681104
4357,MBBS-Oyster,MD,1974-1983,MD DNR,12.549454,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1364.39261443675,83810.6152361885
4358,MBBS-Oyster,MD,1974-1983,MD DNR,589.474528,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,15399.8217387467,3939162.08716303
4359,MBBS-Oyster,MD,1974-1983,MD DNR,72.866471,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,3228.4828255876,486611.33298164
4360,MBBS-Oyster,MD,1974-1983,MD DNR,53.291953,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,3140.39907692029,355769.36833652
4361,MBBS-Oyster,MD,1974-1983,MD DNR,2.481955,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,500.299752997005,16576.5561986832
4362,MBBS-Oyster,MD,1974-1983,MD DNR,12.5515,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1494.36912415595,83829.7586865971
4363,MBBS-Oyster,MD,1974-1983,MD DNR,225.473706,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,6507.795566723,1504598.44177124
4364,MBBS-Oyster,MD,1974-1983,MD DNR,26.305968,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,2103.3351038044,175660.197161454
4365,MBBS-Oyster,MD,1974-1983,MD DNR,0.604195,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,277.162286530688,4035.9956590882
4366,MBBS-Oyster,MD,1974-1983,MD DNR,5.72353,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1353.63724770304,38229.9200861487
4367,MBBS-Oyster,MD,1974-1983,MD DNR,13.194816,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,1425.53760515242,86889.7386837937
4368,MBBS-Oyster,MD,1974-1983,MD DNR,49.954582,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,3323.93947911362,328936.91506954
4369,MBBS-Oyster,MD,1974-1983,MD DNR,3.553109,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,617.642419361739,23397.9534854755
4370,MBBS-Oyster,MD,1974-1983,MD DNR,59.541137,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,2829.09205234466,392092.390278064
4371,MBBS-Oyster,MD,1974-1983,MD DNR,12.137505,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,1045.82666065647,79944.6013656511
4372,MBBS-Oyster,MD,1974-1983,MD DNR,108.715198,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,6358.56144694676,715943.439640854
4373,MBBS-Oyster,MD,1974-1983,MD DNR,17.758334,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1360.94312620231,116993.63044466
4374,MBBS-Oyster,MD,1974-1983,MD DNR,6.995941,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,770.880201063438,46080.1702246716
4375,MBBS-Oyster,MD,1974-1983,MD DNR,14.589395,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1264.23876691945,96089.7275438822
4376,MBBS-Oyster,MD,1974-1983,MD DNR,7.052645,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1004.09301368578,46452.8341125385
4377,MBBS-Oyster,MD,1974-1983,MD DNR,2.150746,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,600.313898234479,14162.1978209525
4378,MBBS-Oyster,MD,1974-1983,MD DNR,23.411496,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,3536.30973886144,154129.870746684
4379,MBBS-Oyster,MD,1974-1983,MD DNR,6.428118,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,799.881059121005,42321.6981178498
4380,MBBS-Oyster,MD,1974-1983,MD DNR,2.599522,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,549.674831290639,17114.2724641565
4381,MBBS-Oyster,MD,1974-1983,MD DNR,4.266589,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,800.739681919289,28089.5132204843
4382,MBBS-Oyster,MD,1974-1983,MD DNR,3.611625,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,603.272760964012,23774.4542575762
4383,MBBS-Oyster,MD,1974-1983,MD DNR,15.134052,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,2468.74623249883,99636.5341384267
4384,MBBS-Oyster,MD,1974-1983,MD DNR,125.86999,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,7534.2536933632,829060.106605083
4385,MBBS-Oyster,MD,1974-1983,MD DNR,12.515736,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1981.31423256483,82395.3455918457
4386,MBBS-Oyster,MD,1974-1983,MD DNR,3.861353,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,943.699333672292,25421.5803956193
4387,MBBS-Oyster,MD,1974-1983,MD DNR,5.789211,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,875.080851813898,38134.4159296256
4388,MBBS-Oyster,MD,1974-1983,MD DNR,44.277369,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,2571.78340850955,291502.205656717
4389,MBBS-Oyster,MD,1974-1983,MD DNR,58.505847,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,3808.8318747394,385236.48738244
4390,MBBS-Oyster,MD,1974-1983,MD DNR,8.389403,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,853.432488019238,55240.7417809887
4391,MBBS-Oyster,MD,1974-1983,MD DNR,43.878993,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,2914.30727941583,288968.769925715
4392,MBBS-Oyster,MD,1974-1983,MD DNR,9.351454,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,1060.77060556586,61565.6229569617
4393,MBBS-Oyster,MD,1974-1983,MD DNR,3.453331,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,787.567237070938,22733.7319950902
4394,MBBS-Oyster,MD,1974-1983,MD DNR,755.901261,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,25853.1239690161,4978102.31209309
4395,MBBS-Oyster,MD,1974-1983,MD DNR,9.884446,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,1115.67313209755,65102.3995793195
4396,MBBS-Oyster,MD,1974-1983,MD DNR,5.22004,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1131.79177883656,34377.0499061742
4397,MBBS-Oyster,MD,1974-1983,MD DNR,19.285465,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,2250.10162355115,127031.224472111
4398,MBBS-Oyster,MD,1974-1983,MD DNR,2.391684,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,551.760233926045,15741.612439651
4399,MBBS-Oyster,MD,1974-1983,MD DNR,231.06852,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,8248.09294922772,1521000.28379857
4400,MBBS-Oyster,MD,1974-1983,MD DNR,11.358347,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1489.25965444846,74755.8197486086
4401,MBBS-Oyster,MD,1974-1983,MD DNR,12.255462,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1128.00036674846,80707.0162153869
4402,MBBS-Oyster,MD,1974-1983,MD DNR,15.612747,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1259.75483304142,102838.057460962
4403,MBBS-Oyster,MD,1974-1983,MD DNR,4.191561,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,910.693477708927,27604.1522169871
4404,MBBS-Oyster,MD,1974-1983,MD DNR,20.736667,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1933.15832617094,136547.094354325
4405,MBBS-Oyster,MD,1974-1983,MD DNR,3.174849,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,584.60572539849,20915.3719847964
4406,Acoustic,"Bay Mainstem, MD",2013 March,MGS,49.97774,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,4266.09796045669,328656.021741187
4407,MBBS-Oyster,MD,1974-1983,MD DNR,5.695456,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1256.60110970689,37458.23842633
4408,Acoustic,"Bay Mainstem, MD",2013 March,MGS,1442.961942,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,35422.387814663,9492361.38826773
4409,MBBS-Oyster,MD,1974-1983,MD DNR,0.554985,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,292.649003206224,3649.40395808205
4410,MBBS-Oyster,MD,1974-1983,MD DNR,0.287991,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,282.403623488342,1893.59403899119
4411,MBBS-Oyster,MD,1974-1983,MD DNR,10.705597,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1389.27005771254,70389.3927173285
4412,MBBS-Oyster,MD,1974-1983,MD DNR,6.465047,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1419.93304660872,42525.2739098452
4413,Acoustic,"Bay Mainstem, MD",2013 March,MGS,49.562765,Unclassified,Unclassified,Unclassified,Unclassified,<Null>,Sewage outfall, ,S9.9.9.9,Unclassified,7086.92715442838,325981.389331561
4414,MBBS-Oyster,MD,1974-1983,MD DNR,5.148292,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,826.141330561206,33862.28132998
4415,Acoustic,"Bay Mainstem, MD",2013 March,MGS,54.602815,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,4003.00073771159,359122.298899835
4416,MBBS-Oyster,MD,1974-1983,MD DNR,4.236723,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,697.93078647883,27861.9451017576
4417,MBBS-Oyster,MD,1974-1983,MD DNR,3.245457,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,597.324767748267,21342.0939169465
4418,MBBS-Oyster,MD,1974-1983,MD DNR,467.583305,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Mud,No_Shell, , ,S1.2.2.5,Mud,15339.0240638563,3074299.63792013
4419,MBBS-Oyster,MD,1974-1983,MD DNR,857.516537,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,25627.3937568107,5642670.91700853
4420,MBBS-Oyster,MD,1974-1983,MD DNR,19.486404,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1694.25177477959,128130.800988393
4421,MBBS-Oyster,MD,1974-1983,MD DNR,48.286587,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,3827.82128202297,317396.802936666
4422,MBBS-Oyster,MD,1974-1983,MD DNR,21.074822,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1941.3175932096,138698.83632649
4423,MBBS-Oyster,MD,1974-1983,MD DNR,3.667594,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,655.800067623054,24139.5612847556
4424,MBBS-Oyster,MD,1974-1983,MD DNR,8.624487,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,947.238109073698,56758.4259949752
4425,MBBS-Oyster,MD,1974-1983,MD DNR,6.815819,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1014.35377902136,44850.4553508278
4426,MBBS-Oyster,MD,1974-1983,MD DNR,5.424287,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,785.216630916018,35692.7410913479
4427,MBBS-Oyster,MD,1974-1983,MD DNR,4.931745,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,851.928798021851,32452.2777216598
4428,MBBS-Oyster,MD,1974-1983,MD DNR,15.030956,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,1362.53374555755,98894.3579438783
4429,MBBS-Oyster,MD,1974-1983,MD DNR,2.040153,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,799.401051655392,13425.2539632565
4430,MBBS-Oyster,MD,1974-1983,MD DNR,2.054628,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,536.822328044146,13747.3407505775
4431,MBBS-Oyster,MD,1974-1983,MD DNR,15.05234,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1251.87857218252,100739.163627099
4432,MBBS-Oyster,MD,1974-1983,MD DNR,2.513701,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,623.739563891276,16816.2263656697
4433,MBBS-Oyster,MD,1974-1983,MD DNR,8.914853,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1361.05226403047,59645.706418082
4434,MBBS-Oyster,MD,1974-1983,MD DNR,3.420249,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,653.343413385677,22880.8530767303
4435,MBBS-Oyster,MD,1974-1983,MD DNR,6.089897,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,858.064104643067,40741.9715348153
4436,MBBS-Oyster,MD,1974-1983,MD DNR,46.539193,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,3350.20645142958,311477.88747299
4437,MBBS-Oyster,MD,1974-1983,MD DNR,129.141918,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,5770.84220828536,864131.888598001
4438,MBBS-Oyster,MD,1974-1983,MD DNR,15.757888,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1532.65542689241,105447.490283131
4439,MBBS-Oyster,MD,1974-1983,MD DNR,0.119904,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,209.358755022775,802.226961912046
4440,Acoustic,"Eastern Bay, MD",2010 November,NOAA-CBO,0.500798,Anthropogenic,Anthropogenic_Shell,Anthropogenic_Shell_Rubble,Anthropogenic_Oyster_Rubble,<Null>, , ,S3.6.2.1,Man-Made Oyster Rubble,237.087162106116,3351.10678246785
4441,Acoustic,"Eastern Bay, MD",2010 November,NOAA-CBO,10.096476,Anthropogenic,Anthropogenic_Shell,Anthropogenic_Shell_Rubble,Anthropogenic_Oyster_Rubble,<Null>, , ,S3.6.2.1,Man-Made Oyster Rubble,1830.18174526298,67559.4644275706
4442,MBBS-Oyster,MD,1974-1983,MD DNR,3.292144,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,700.763999160509,22028.2598497517
4443,MBBS-Oyster,MD,1974-1983,MD DNR,19.961283,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1543.6285172466,133586.480158949
4444,MBBS-Oyster,MD,1974-1983,MD DNR,2.832957,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,740.441002553189,18959.1500602252
4445,MBBS-Oyster,MD,1974-1983,MD DNR,46.668656,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,3854.55394201325,312320.7327489
4446,MBBS-Oyster,MD,1974-1983,MD DNR,14.188779,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1258.98550514946,94953.1052949683
4447,MBBS-Oyster,MD,1974-1983,MD DNR,17.197677,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Sand, , ,S2.5.2.3,Natural Oyster Rubble,1870.81037152606,115067.808891739
4448,MBBS-Oyster,MD,1974-1983,MD DNR,3.320966,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,Mud, , ,S2.5.2.3,Natural Oyster Rubble,668.991405836978,22218.4182730146
4449,MBBS-Oyster,MD,1974-1983,MD DNR,21.582888,Biogenic,Biogenic_Shell,Biogenic_Shell_Rubble,Biogenic_Oyster_Rubble,<Null>, , ,S2.5.2.3,Natural Oyster Rubble,1991.61953173767,144424.839387564
4450,MBBS-Oyster,MD,1974-1983,MD DNR,33.562599,Geologic,Unconsolidated_Mineral,Fine_Unconsolidated,Sand,No_Shell, , ,S1.2.2.2,Sand,1975.10070300196,224598.744675706
